desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
427342202200491,http://www.animal.go.kr/files/shelter/2022/07/202208021008146_s.jpg,8/1/2022,금강역 부근,[개] 포메라니안,갈색,2010(년생),2(Kg),대구-동구-2022-00242,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008146.jpg,종료(입양),F,U,노령견,대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654,
427342202200489,http://www.animal.go.kr/files/shelter/2022/07/202208021008756_s.jpg,8/1/2022,국채보상로 165길 33,[고양이] 한국 고양이,검정,2022(년생),0.42(Kg),대구-동구-2022-00240,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008756.jpg,종료(자연사),M,N,"탈수 심하고 기력, 식욕 없음",대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654,
426339202200338,http://www.animal.go.kr/files/shelter/2022/07/202208020908157_s.jpg,8/1/2022,가야대로 366번길 87-8,[고양이] 한국 고양이,노흰,2022(년생),0.3(Kg),부산-사상-2022-00200,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208020908157.jpg,보호중,Q,U,"사상구-200 노흰&어미없음,.젖먹이,허약,탈진(3개월미만 추정)",유기동물및동물보호협,051-971-6208,부산광역시 강서구 가락대로1283번길 25-2 (봉림동),부산광역시 사상구,여선희,051-310-4781,
426338202200340,http://www.animal.go.kr/files/shelter/2022/07/20220802130823_s.jpg,8/1/2022,연수로249번길 12-18,[고양이] 한국 고양이,갈색+검정,2022(년생),0.13(Kg),부산-수영-2022-00166,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802130823.jpg,보호중,F,U,"3개월미만 추정, 영양상태 불량, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 수영구,박준영,051-610-4507,
426331202200318,http://www.animal.go.kr/files/shelter/2022/07/202208021408461_s.jpg,8/1/2022,양지골로287번길 22,[고양이] 한국 고양이,갈색+흰색,2022(년생),0.5(Kg),부산-남구-2022-00204,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021408461.jpg,보호중,M,N,"3개월 미만 추정, 영양상태 불량, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정준혁,051-607-4481,
426330202200395,http://www.animal.go.kr/files/shelter/2022/07/202208021108368_s.jpg,8/1/2022,명장로63번라길 24,[고양이] 혼합,갈색+검정색,2022(년생),0.7(Kg),부산-동래-2022-00196,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108368.jpg,종료(자연사),F,U,"3개월미만 추정, 영양상태 불량, 기립불능, 기력매우 저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,부산광역시 동래구,동래구,051-550-4915,
426330202200394,http://www.animal.go.kr/files/shelter/2022/07/202208021108448_s.jpg,8/1/2022,사직동 여명중학교 버스정류장,[고양이] 혼합,갈색+검정색,2019(년생),3.5(Kg),부산-동래-2022-00195,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108448.jpg,보호중,F,U,"뒷다리 부상, 사고의심, 하늘색 목줄착용, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,부산광역시 동래구,동래구,051-550-4915,
426330202200393,http://www.animal.go.kr/files/shelter/2022/07/202208021108157_s.jpg,8/1/2022,온천동 산 184-2,[개] 혼합,흰색,2022(년생),7(Kg),부산-동래-2022-00194,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021108157.jpg,보호중,F,U,예민함,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,부산광역시 동래구,동래구,051-550-4915,
426328202200300,http://www.animal.go.kr/files/shelter/2022/07/202208021008763[1]_s.jpg,8/1/2022,청학서로 70-14,[고양이] 스코티시폴드,얼룩무늬 회색,2018(년생),5.2(Kg),부산-영도-2022-00107,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021008763[1].jpg,종료(자연사),M,N,보행 어려움/ 기력 없음,하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 영도구,유혜정,051-419-6211,
411323202200680,http://www.animal.go.kr/files/shelter/2022/07/202208021508544[1]_s.jpg,8/1/2022,송파구 마천로 7길 4 인근,[고양이] 한국 고양이,갈/흰,2022(년생),0.3(Kg),서울-송파-2022-00099,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508544[1].jpg,종료(자연사),M,N,케이지째 발견. 눈곱. 콧물. 코분홍. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 송파구,원은실,02-2147-2835,
411317202200288,http://www.animal.go.kr/files/shelter/2022/07/202208021508589_s.jpg,8/1/2022,시흥대로 40라길 34 인근,[개] 믹스견,갈/흰,2021(년생),17(Kg),서울-금천-2022-00086,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508589.jpg,보호중,M,N,양귀쫑긋. 코검정. 겁약간/소심/경계. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 금천구,생활유통팀,02-2627-1313,
411316202200720,http://www.animal.go.kr/files/shelter/2022/07/202208021508155_s.jpg,8/1/2022,경인로 31길 16 인근,[기타축종] 앵무새,초/빨/흰/노/파,2021(년생),0.03(Kg),서울-구로-2022-00107,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508155.jpg,종료(입양),Q,U,오른발 링있음. 윙컷안됨. 도망다님. 정확한 성별확인 어려움. 물려고함. 외관양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 구로구,질병관리과,02-860-2428,
411316202200719,http://www.animal.go.kr/files/shelter/2022/07/20220802150852_s.jpg,8/1/2022,오류동 66 오류동역 인근,[기타축종] 앵무새,노/검/초/흰,2021(년생),0.02(Kg),서울-구로-2022-00106,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150852.jpg,종료(입양),M,U,콧등때탐. 윙컷되어있음. 사람따름. 외관 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 구로구,질병관리과,02-860-2428,
411315202200315,http://www.animal.go.kr/files/shelter/2022/07/202208021508929_s.jpg,8/1/2022,공항대로 65길 21 인근,[고양이] 한국 고양이,검/흰,2022(년생),0.4(Kg),서울-강서-2022-00122,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508929.jpg,종료(자연사),F,U,눈곱. 콧물. 코분홍. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,서울특별시 강서구,동물보호팀,02-2600-6272,
411311202200535,http://www.animal.go.kr/files/shelter/2022/07/202208021508359_s.jpg,8/1/2022,진관동 63 롯데몰 은평점 인근,[고양이] 한국 고양이,검/흰,2022(년생),0.5(Kg),서울-은평-2022-00164,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508359.jpg,보호중,M,N,눈곱. 콧물. 코분홍. 기력없음. 제대로 보행못함/비틀댐. 머리를 잘 가누지 못함. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48,서울특별시 은평구,이지현,02-351-6842,
411311202200534,http://www.animal.go.kr/files/shelter/2022/07/202208021508405_s.jpg,8/1/2022,진관동 107-2 만남의다리 일대,[기타축종] 앵무새,노/검/초/파/흰,2022(년생),0.02(Kg),서울-은평-2022-00163,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508405.jpg,종료(자연사),M,U,윙컷 안돼있음. 기력없음. 날지못함. 외관 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48,서울특별시 은평구,이지현,02-351-6842,
411311202200533,http://www.animal.go.kr/files/shelter/2022/07/202208021508267_s.jpg,8/1/2022,역촌동 57-18 인근,[개] 푸들,갈,2015(년생),3.3(Kg),서울-은평-2022-00162,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508267.jpg,종료(반환),M,Y,연두색하트무늬하네스.코검정.치석.사람좋아함/활발/애교있음.꼬리단미됨.털때탐.칩있음.기침.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48,서울특별시 은평구,이지현,02-351-6842,
411308202200516,http://www.animal.go.kr/files/shelter/2022/07/20220802150881_s.jpg,8/1/2022,미아동 312-16 인근,[개] 믹스견,갈/흰,2019(년생),8.8(Kg),서울-강북-2022-00154,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/20220802150881.jpg,종료(반환),M,N,주황바탕 초록색두줄 목줄. 사람따름/얌전. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 강북구,,02-901-6464,
411307202200212,http://www.animal.go.kr/files/shelter/2022/07/202208021508714_s.jpg,8/1/2022,정릉동 북한산국립공원 둘레길 솔샘길 일대,[개] 믹스견,갈/검,2021(년생),13(Kg),서울-성북-2022-00085,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508714.jpg,보호중,M,N,양귀쫑긋. 코검정. 겁많음/소심/경계/ 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),서울특별시 성북구,조은정,02-2241-3932,
411305202200253,http://www.animal.go.kr/files/shelter/2022/07/202208021508116_s.jpg,8/1/2022,답십리동 485-53 인근,[고양이] 한국 고양이,검/흰,2022(년생),0.5(Kg),서울-동대문-2022-00111,8/2/2022,8/12/2022,http://www.animal.go.kr/files/shelter/2022/07/202208021508116.jpg,종료(자연사),M,N,눈곱. 콧물. 코분홍. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 동대문구,남우창,02-2127-4268,
469569202200492,http://www.animal.go.kr/files/shelter/2022/07/202208012008942_s.jpg,8/1/2022,부강면 부강리 125-4,[개] 웰시코기,갈색,2017(년생),8.3(Kg),세종-세종-2022-00262,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012008942.jpg,종료(반환),F,U,심장사상충 양성,세종유기동물보호센터,010-4435-3720,세종특별자치시 전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
469569202200491,http://www.animal.go.kr/files/shelter/2022/07/202208012008263_s.jpg,8/1/2022,조치원읍 원리 119지역대로부터 인계받음,[개] 말티즈,흰색,2014(년생),3(Kg),세종-세종-2022-00261,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012008263.jpg,보호중,M,U,관리가 안되어 있음,세종유기동물보호센터,010-4435-3720,세종특별자치시 전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
469569202200490,http://www.animal.go.kr/files/shelter/2022/07/202208012008789_s.jpg,8/1/2022,"연기면 보통리 33-1 자전거도로, 아름119안전센터에서 인계받음",[개] 보더 콜리,검정 얼룩,2020(년생),20(Kg),세종-세종-2022-00260,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012008789.jpg,보호중,M,U,심장사상충 음성,세종유기동물보호센터,010-4435-3720,세종특별자치시 전동면 미륵당1길 188 (전동면),세종특별자치시,동물복지담당,044-300-7615,
450651202201347,http://www.animal.go.kr/files/shelter/2022/07/202208011708358_s.jpg,8/1/2022,"제주시 신대로14길 47,1105호",[기타축종] 토끼,흰색,2022(년생),5(Kg),제주-제주-2022-00013,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011708358.jpg,보호중,M,U,"흰색, 파란눈",제주동물보호센터,010-2929-4114,제주특별자치도 제주시 첨단동길 184-14 (용강동),제주특별자치도 제주시,박세익,064-728-3816,
448546202200412,http://www.animal.go.kr/files/shelter/2022/07/202208011808660_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,흰색,2022(년생),3(Kg),경남-함양-2022-00146,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808660.jpeg,종료(자연사),M,N,"수컷, 믹스견, 흰색, 생후 1년 미만 추정, 약 3kg, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200411,http://www.animal.go.kr/files/shelter/2022/07/202208011808548_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,"검은색, 연한 갈색",2022(년생),3(Kg),경남-함양-2022-00145,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808548.jpeg,보호중,M,N,"수컷, 믹스견, 검은색과 연한 갈색, 생후 1년 미만, 약 3kg, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200410,http://www.animal.go.kr/files/shelter/2022/07/202208011808727_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,검은색,2022(년생),3(Kg),경남-함양-2022-00144,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808727.jpeg,보호중,F,N,"암컷, 믹스견, 검은색, 생후 1년 미만, 약 3kg, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200409,http://www.animal.go.kr/files/shelter/2022/07/202208011808129_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,검은색,2022(년생),3(Kg),경남-함양-2022-00143,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808129.jpeg,종료(자연사),F,N,"암컷, 믹스견, 검은색, 생후 1년 미만, 약 3kg, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200408,http://www.animal.go.kr/files/shelter/2022/07/202208011808845_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,흰색,2022(년생),5(Kg),경남-함양-2022-00142,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808845.jpeg,보호중,F,N,"암컷, 믹스견, 생후 1년 미만 추정, 약 5kg정도, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200407,http://www.animal.go.kr/files/shelter/2022/07/202208011808508_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,흰색,2016(년생),12(Kg),경남-함양-2022-00141,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808508.jpeg,보호중,F,N,"암컷, 믹스견, 흰색, 약 6살 정도, 약 12kg, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200406,http://www.animal.go.kr/files/shelter/2022/07/202208011808651_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,"흰색, 연한 갈색",2018(년생),8(Kg),경남-함양-2022-00140,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808651.jpeg,보호중,F,N,"믹스견, 흰색과 연한갈색 섞여있음, 약 4살정도, 약 8kg정도, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200405,http://www.animal.go.kr/files/shelter/2022/07/202208011808713_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,"검은색, 흰색",2018(년생),10(Kg),경남-함양-2022-00139,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808713.jpeg,보호중,M,N,"수컷, 믹스견, 검은색 흰색 섞여있음, 약 4살정도, 약 10kg 정도, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200404,http://www.animal.go.kr/files/shelter/2022/07/202208011808102_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,"검은색, 은색",2017(년생),10(Kg),경남-함양-2022-00138,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011808102.jpeg,보호중,M,N,"수컷, 믹스견, 검은색 은색, 믹스견, 약 5살정도, 약 10kg 정도, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448546202200403,http://www.animal.go.kr/files/shelter/2022/07/202208011708377_s.jpg,8/1/2022,수동면 서평마을,[개] 믹스견,갈색,2017(년생),10(Kg),경남-함양-2022-00137,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208011708377.jpeg,보호중,F,N,"암컷, 믹스견, 갈색, 약 5살 정도, 약 10kg, 온순함",함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터)",경상남도 함양군,,055-960-8140,
448541202201260,http://www.animal.go.kr/files/shelter/2022/07/202208012108856_s.jpg,8/1/2022,대합면 신안,[개] 믹스견,노랑,2022(년생),2.5(Kg),경남-창녕-2022-00543,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012108856.jpg,보호중,F,N,동네 떠돌이 개,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103,
448541202201259,http://www.animal.go.kr/files/shelter/2022/07/202208012108211_s.jpg,8/1/2022,대합면 신안,[개] 믹스견,노랑,2022(년생),3(Kg),경남-창녕-2022-00542,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012108211.jpg,종료(자연사),M,N,동네 떠돌이 개 강아지,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103,
448541202201258,http://www.animal.go.kr/files/shelter/2022/07/202208012108732_s.jpg,8/1/2022,대지면 월계,[개] 믹스견,노랑,2022(년생),3(Kg),경남-창녕-2022-00541,8/1/2022,8/11/2022,http://www.animal.go.kr/files/shelter/2022/07/202208012108732.jpg,종료(자연사),F,N,동네 떠돌이 개 강아지,창녕 유기동물보호소,010-5488-5003,경상남도 창녕군 고암면 창밀로 335-26 (고암면) 고암면 억만리 28,경상남도 창녕군,창녕군,055-530-6103,
